EJER;BILSEG;ENHED;TID;INDHOLD
I husholdningerne;Uoplyst;Gennemsnitlig købspris (kr.);2005M01;384348,0
I husholdningerne;Uoplyst;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Uoplyst;Gennemsnitlig km pr liter (liter);2005M01;12,1
I husholdningerne;Uoplyst;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Small;Ny registrerede biler (antal);2005M01;2197,0
I husholdningerne;Small;Købspris (mio. kr);2005M01;349,0
I husholdningerne;Small;Gennemsnitlig købspris (kr.);2005M01;158834,0
I husholdningerne;Small;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Small;Gennemsnitlig km pr liter (liter);2005M01;17,4
I husholdningerne;Small;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Medium;Ny registrerede biler (antal);2005M01;2000,0
I husholdningerne;Medium;Købspris (mio. kr);2005M01;464,5
I husholdningerne;Medium;Gennemsnitlig købspris (kr.);2005M01;232243,0
I husholdningerne;Medium;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Medium;Gennemsnitlig km pr liter (liter);2005M01;15,4
I husholdningerne;Medium;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Large;Ny registrerede biler (antal);2005M01;933,0
I husholdningerne;Large;Købspris (mio. kr);2005M01;301,5
I husholdningerne;Large;Gennemsnitlig købspris (kr.);2005M01;323154,0
I husholdningerne;Large;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Large;Gennemsnitlig km pr liter (liter);2005M01;14,0
I husholdningerne;Large;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Executive;Ny registrerede biler (antal);2005M01;100,0
I husholdningerne;Executive;Købspris (mio. kr);2005M01;62,7
I husholdningerne;Executive;Gennemsnitlig købspris (kr.);2005M01;627352,0
I husholdningerne;Executive;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Executive;Gennemsnitlig km pr liter (liter);2005M01;12,3
I husholdningerne;Executive;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Luxury;Ny registrerede biler (antal);2005M01;1,0
I husholdningerne;Luxury;Købspris (mio. kr);2005M01;2,1
I husholdningerne;Luxury;Gennemsnitlig købspris (kr.);2005M01;2121183,0
I husholdningerne;Luxury;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Luxury;Gennemsnitlig km pr liter (liter);2005M01;9,2
I husholdningerne;Luxury;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Sport;Ny registrerede biler (antal);2005M01;4,0
I husholdningerne;Sport;Købspris (mio. kr);2005M01;7,5
I husholdningerne;Sport;Gennemsnitlig købspris (kr.);2005M01;1881418,0
I husholdningerne;Sport;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Sport;Gennemsnitlig km pr liter (liter);2005M01;9,2
I husholdningerne;Sport;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Small MPV;Ny registrerede biler (antal);2005M01;718,0
I husholdningerne;Small MPV;Købspris (mio. kr);2005M01;142,6
I husholdningerne;Small MPV;Gennemsnitlig købspris (kr.);2005M01;198660,0
I husholdningerne;Small MPV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Small MPV;Gennemsnitlig km pr liter (liter);2005M01;14,7
I husholdningerne;Small MPV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Large MPV;Ny registrerede biler (antal);2005M01;198,0
I husholdningerne;Large MPV;Købspris (mio. kr);2005M01;66,9
I husholdningerne;Large MPV;Gennemsnitlig købspris (kr.);2005M01;337657,0
I husholdningerne;Large MPV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Large MPV;Gennemsnitlig km pr liter (liter);2005M01;13,3
I husholdningerne;Large MPV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;I alt;Ny registrerede biler (antal);2005M01;2709,0
I erhvervene;I alt;Købspris (mio. kr);2005M01;709,9
I erhvervene;I alt;Gennemsnitlig købspris (kr.);2005M01;262070,0
I erhvervene;I alt;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;I alt;Gennemsnitlig km pr liter (liter);2005M01;15,4
I erhvervene;I alt;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Mini;Ny registrerede biler (antal);2005M01;132,0
I erhvervene;Mini;Købspris (mio. kr);2005M01;15,4
I erhvervene;Mini;Gennemsnitlig købspris (kr.);2005M01;116834,0
I erhvervene;Mini;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Mini;Gennemsnitlig km pr liter (liter);2005M01;19,3
I erhvervene;Mini;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Small SUV;Ny registrerede biler (antal);2005M01;22,0
I erhvervene;Small SUV;Købspris (mio. kr);2005M01;5,4
I erhvervene;Small SUV;Gennemsnitlig købspris (kr.);2005M01;245754,0
I erhvervene;Small SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Small SUV;Gennemsnitlig km pr liter (liter);2005M01;11,6
I erhvervene;Small SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Medium SUV;Ny registrerede biler (antal);2005M01;16,0
I erhvervene;Medium SUV;Købspris (mio. kr);2005M01;6,4
I erhvervene;Medium SUV;Gennemsnitlig købspris (kr.);2005M01;399467,0
I erhvervene;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Medium SUV;Gennemsnitlig km pr liter (liter);2005M01;12,1
I erhvervene;Medium SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Large SUV;Ny registrerede biler (antal);2005M01;20,0
I erhvervene;Large SUV;Købspris (mio. kr);2005M01;13,2
I erhvervene;Large SUV;Gennemsnitlig købspris (kr.);2005M01;659693,0
I erhvervene;Large SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Large SUV;Gennemsnitlig km pr liter (liter);2005M01;9,7
I erhvervene;Large SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Andre bilsegmenter;Ny registrerede biler (antal);2005M01;0,0
I erhvervene;Andre bilsegmenter;Købspris (mio. kr);2005M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2005M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2005M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Uoplyst;Ny registrerede biler (antal);2005M01;80,0
I erhvervene;Uoplyst;Købspris (mio. kr);2005M01;36,5
I erhvervene;Uoplyst;Gennemsnitlig købspris (kr.);2005M01;456117,0
I erhvervene;Uoplyst;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Uoplyst;Gennemsnitlig km pr liter (liter);2005M01;12,3
I erhvervene;Uoplyst;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Small;Ny registrerede biler (antal);2005M01;650,0
I erhvervene;Small;Købspris (mio. kr);2005M01;100,3
I erhvervene;Small;Gennemsnitlig købspris (kr.);2005M01;154286,0
I erhvervene;Small;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Small;Gennemsnitlig km pr liter (liter);2005M01;18,2
I erhvervene;Small;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Medium;Ny registrerede biler (antal);2005M01;784,0
I erhvervene;Medium;Købspris (mio. kr);2005M01;187,1
I erhvervene;Medium;Gennemsnitlig købspris (kr.);2005M01;238678,0
I erhvervene;Medium;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Medium;Gennemsnitlig km pr liter (liter);2005M01;15,3
I erhvervene;Medium;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Large;Ny registrerede biler (antal);2005M01;693,0
I erhvervene;Large;Købspris (mio. kr);2005M01;235,6
I erhvervene;Large;Gennemsnitlig købspris (kr.);2005M01;339969,0
I erhvervene;Large;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Large;Gennemsnitlig km pr liter (liter);2005M01;13,7
I erhvervene;Large;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Executive;Ny registrerede biler (antal);2005M01;54,0
I erhvervene;Executive;Købspris (mio. kr);2005M01;40,9
I erhvervene;Executive;Gennemsnitlig købspris (kr.);2005M01;756775,0
I erhvervene;Executive;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Executive;Gennemsnitlig km pr liter (liter);2005M01;11,7
I erhvervene;Executive;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Luxury;Ny registrerede biler (antal);2005M01;0,0
I erhvervene;Luxury;Købspris (mio. kr);2005M01;0,0
I erhvervene;Luxury;Gennemsnitlig købspris (kr.);2005M01;0,0
I erhvervene;Luxury;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Luxury;Gennemsnitlig km pr liter (liter);2005M01;0,0
I erhvervene;Luxury;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Sport;Ny registrerede biler (antal);2005M01;3,0
I erhvervene;Sport;Købspris (mio. kr);2005M01;3,1
I erhvervene;Sport;Gennemsnitlig købspris (kr.);2005M01;1046292,0
I erhvervene;Sport;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Sport;Gennemsnitlig km pr liter (liter);2005M01;11,4
I erhvervene;Sport;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Small MPV;Ny registrerede biler (antal);2005M01;179,0
I erhvervene;Small MPV;Købspris (mio. kr);2005M01;38,4
I erhvervene;Small MPV;Gennemsnitlig købspris (kr.);2005M01;214376,0
I erhvervene;Small MPV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Small MPV;Gennemsnitlig km pr liter (liter);2005M01;14,6
I erhvervene;Small MPV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I erhvervene;Large MPV;Ny registrerede biler (antal);2005M01;76,0
I erhvervene;Large MPV;Købspris (mio. kr);2005M01;27,7
I erhvervene;Large MPV;Gennemsnitlig købspris (kr.);2005M01;363911,0
I erhvervene;Large MPV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I erhvervene;Large MPV;Gennemsnitlig km pr liter (liter);2005M01;13,0
I erhvervene;Large MPV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;I alt;Ny registrerede biler (antal);2005M02;9694,0
I alt;I alt;Købspris (mio. kr);2005M02;2270,8
I alt;I alt;Gennemsnitlig købspris (kr.);2005M02;234250,0
I alt;I alt;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;I alt;Gennemsnitlig km pr liter (liter);2005M02;15,7
I alt;I alt;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Mini;Ny registrerede biler (antal);2005M02;981,0
I alt;Mini;Købspris (mio. kr);2005M02;112,3
I alt;Mini;Gennemsnitlig købspris (kr.);2005M02;114522,0
I alt;Mini;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Mini;Gennemsnitlig km pr liter (liter);2005M02;20,2
I alt;Mini;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Small SUV;Ny registrerede biler (antal);2005M02;169,0
I alt;Small SUV;Købspris (mio. kr);2005M02;39,4
I alt;Small SUV;Gennemsnitlig købspris (kr.);2005M02;233142,0
I alt;Small SUV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Small SUV;Gennemsnitlig km pr liter (liter);2005M02;11,9
I alt;Small SUV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Medium SUV;Ny registrerede biler (antal);2005M02;49,0
I alt;Medium SUV;Købspris (mio. kr);2005M02;16,6
I alt;Medium SUV;Gennemsnitlig købspris (kr.);2005M02;338107,0
I alt;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Medium SUV;Gennemsnitlig km pr liter (liter);2005M02;11,6
I alt;Medium SUV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Large SUV;Ny registrerede biler (antal);2005M02;47,0
I alt;Large SUV;Købspris (mio. kr);2005M02;30,5
I alt;Large SUV;Gennemsnitlig købspris (kr.);2005M02;648354,0
I alt;Large SUV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Large SUV;Gennemsnitlig km pr liter (liter);2005M02;10,1
I alt;Large SUV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Andre bilsegmenter;Ny registrerede biler (antal);2005M02;0,0
I alt;Andre bilsegmenter;Købspris (mio. kr);2005M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2005M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2005M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Uoplyst;Ny registrerede biler (antal);2005M02;227,0
I alt;Uoplyst;Købspris (mio. kr);2005M02;107,4
I alt;Uoplyst;Gennemsnitlig købspris (kr.);2005M02;473202,0
I alt;Uoplyst;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Uoplyst;Gennemsnitlig km pr liter (liter);2005M02;11,7
I alt;Uoplyst;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Small;Ny registrerede biler (antal);2005M02;2560,0
I alt;Small;Købspris (mio. kr);2005M02;399,6
I alt;Small;Gennemsnitlig købspris (kr.);2005M02;156113,0
I alt;Small;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Small;Gennemsnitlig km pr liter (liter);2005M02;17,2
I alt;Small;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Medium;Ny registrerede biler (antal);2005M02;2624,0
I alt;Medium;Købspris (mio. kr);2005M02;619,3
I alt;Medium;Gennemsnitlig købspris (kr.);2005M02;236017,0
I alt;Medium;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Medium;Gennemsnitlig km pr liter (liter);2005M02;15,3
I alt;Medium;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Large;Ny registrerede biler (antal);2005M02;1681,0
I alt;Large;Købspris (mio. kr);2005M02;553,6
I alt;Large;Gennemsnitlig købspris (kr.);2005M02;329347,0
I alt;Large;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Large;Gennemsnitlig km pr liter (liter);2005M02;13,7
I alt;Large;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Executive;Ny registrerede biler (antal);2005M02;140,0
I alt;Executive;Købspris (mio. kr);2005M02;87,3
I alt;Executive;Gennemsnitlig købspris (kr.);2005M02;623473,0
I alt;Executive;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Executive;Gennemsnitlig km pr liter (liter);2005M02;11,6
I alt;Executive;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Luxury;Ny registrerede biler (antal);2005M02;2,0
I alt;Luxury;Købspris (mio. kr);2005M02;0,7
I alt;Luxury;Gennemsnitlig købspris (kr.);2005M02;363647,0
I alt;Luxury;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Luxury;Gennemsnitlig km pr liter (liter);2005M02;9,0
I alt;Luxury;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Sport;Ny registrerede biler (antal);2005M02;13,0
I alt;Sport;Købspris (mio. kr);2005M02;12,7
I alt;Sport;Gennemsnitlig købspris (kr.);2005M02;977215,0
I alt;Sport;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Sport;Gennemsnitlig km pr liter (liter);2005M02;10,6
I alt;Sport;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Small MPV;Ny registrerede biler (antal);2005M02;886,0
I alt;Small MPV;Købspris (mio. kr);2005M02;180,8
I alt;Small MPV;Gennemsnitlig købspris (kr.);2005M02;204010,0
I alt;Small MPV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Small MPV;Gennemsnitlig km pr liter (liter);2005M02;14,7
I alt;Small MPV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I alt;Large MPV;Ny registrerede biler (antal);2005M02;315,0
I alt;Large MPV;Købspris (mio. kr);2005M02;110,6
I alt;Large MPV;Gennemsnitlig købspris (kr.);2005M02;350973,0
I alt;Large MPV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I alt;Large MPV;Gennemsnitlig km pr liter (liter);2005M02;13,6
I alt;Large MPV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;I alt;Ny registrerede biler (antal);2005M02;6894,0
I husholdningerne;I alt;Købspris (mio. kr);2005M02;1504,7
I husholdningerne;I alt;Gennemsnitlig købspris (kr.);2005M02;218268,0
I husholdningerne;I alt;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;I alt;Gennemsnitlig km pr liter (liter);2005M02;16,0
I husholdningerne;I alt;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Mini;Ny registrerede biler (antal);2005M02;826,0
I husholdningerne;Mini;Købspris (mio. kr);2005M02;95,6
I husholdningerne;Mini;Gennemsnitlig købspris (kr.);2005M02;115699,0
I husholdningerne;Mini;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Mini;Gennemsnitlig km pr liter (liter);2005M02;20,5
I husholdningerne;Mini;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Small SUV;Ny registrerede biler (antal);2005M02;117,0
I husholdningerne;Small SUV;Købspris (mio. kr);2005M02;28,1
I husholdningerne;Small SUV;Gennemsnitlig købspris (kr.);2005M02;239831,0
I husholdningerne;Small SUV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Small SUV;Gennemsnitlig km pr liter (liter);2005M02;11,7
I husholdningerne;Small SUV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Medium SUV;Ny registrerede biler (antal);2005M02;15,0
I husholdningerne;Medium SUV;Købspris (mio. kr);2005M02;5,3
I husholdningerne;Medium SUV;Gennemsnitlig købspris (kr.);2005M02;356074,0
I husholdningerne;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Medium SUV;Gennemsnitlig km pr liter (liter);2005M02;11,7
I husholdningerne;Medium SUV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Large SUV;Ny registrerede biler (antal);2005M02;23,0
I husholdningerne;Large SUV;Købspris (mio. kr);2005M02;15,0
I husholdningerne;Large SUV;Gennemsnitlig købspris (kr.);2005M02;651102,0
I husholdningerne;Large SUV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Large SUV;Gennemsnitlig km pr liter (liter);2005M02;9,9
I husholdningerne;Large SUV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Andre bilsegmenter;Ny registrerede biler (antal);2005M02;0,0
I husholdningerne;Andre bilsegmenter;Købspris (mio. kr);2005M02;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2005M02;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2005M02;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Uoplyst;Ny registrerede biler (antal);2005M02;131,0
I husholdningerne;Uoplyst;Købspris (mio. kr);2005M02;64,4
I husholdningerne;Uoplyst;Gennemsnitlig købspris (kr.);2005M02;491254,0
I husholdningerne;Uoplyst;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Uoplyst;Gennemsnitlig km pr liter (liter);2005M02;11,0
I husholdningerne;Uoplyst;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Small;Ny registrerede biler (antal);2005M02;2036,0
I husholdningerne;Small;Købspris (mio. kr);2005M02;319,4
I husholdningerne;Small;Gennemsnitlig købspris (kr.);2005M02;156885,0
I husholdningerne;Small;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Small;Gennemsnitlig km pr liter (liter);2005M02;17,2
I husholdningerne;Small;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Medium;Ny registrerede biler (antal);2005M02;1949,0
I husholdningerne;Medium;Købspris (mio. kr);2005M02;447,3
I husholdningerne;Medium;Gennemsnitlig købspris (kr.);2005M02;229518,0
I husholdningerne;Medium;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Medium;Gennemsnitlig km pr liter (liter);2005M02;15,4
I husholdningerne;Medium;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Large;Ny registrerede biler (antal);2005M02;849,0
I husholdningerne;Large;Købspris (mio. kr);2005M02;270,3
I husholdningerne;Large;Gennemsnitlig købspris (kr.);2005M02;318374,0
I husholdningerne;Large;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Large;Gennemsnitlig km pr liter (liter);2005M02;13,9
I husholdningerne;Large;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Executive;Ny registrerede biler (antal);2005M02;80,0
I husholdningerne;Executive;Købspris (mio. kr);2005M02;49,8
I husholdningerne;Executive;Gennemsnitlig købspris (kr.);2005M02;621906,0
I husholdningerne;Executive;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Executive;Gennemsnitlig km pr liter (liter);2005M02;12,1
I husholdningerne;Executive;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Luxury;Ny registrerede biler (antal);2005M02;1,0
I husholdningerne;Luxury;Købspris (mio. kr);2005M02;0,4
I husholdningerne;Luxury;Gennemsnitlig købspris (kr.);2005M02;358809,0
I husholdningerne;Luxury;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Luxury;Gennemsnitlig km pr liter (liter);2005M02;10,3
I husholdningerne;Luxury;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Sport;Ny registrerede biler (antal);2005M02;5,0
I husholdningerne;Sport;Købspris (mio. kr);2005M02;6,5
I husholdningerne;Sport;Gennemsnitlig købspris (kr.);2005M02;1303845,0
I husholdningerne;Sport;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Sport;Gennemsnitlig km pr liter (liter);2005M02;9,2
I husholdningerne;Sport;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Small MPV;Ny registrerede biler (antal);2005M02;668,0
I husholdningerne;Small MPV;Købspris (mio. kr);2005M02;135,5
I husholdningerne;Small MPV;Gennemsnitlig købspris (kr.);2005M02;202795,0
I husholdningerne;Small MPV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Small MPV;Gennemsnitlig km pr liter (liter);2005M02;14,8
I husholdningerne;Small MPV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I husholdningerne;Large MPV;Ny registrerede biler (antal);2005M02;194,0
I husholdningerne;Large MPV;Købspris (mio. kr);2005M02;67,3
I husholdningerne;Large MPV;Gennemsnitlig købspris (kr.);2005M02;346868,0
I husholdningerne;Large MPV;Gennemsnitlig motoreffekt (kW);2005M02;0,0
I husholdningerne;Large MPV;Gennemsnitlig km pr liter (liter);2005M02;13,6
I husholdningerne;Large MPV;Gennemsnitlig slagvolumen (cm3);2005M02;0,0
I erhvervene;I alt;Ny registrerede biler (antal);2005M02;2800,0
I erhvervene;I alt;Købspris (mio. kr);2005M02;766,1
I erhvervene;I alt;Gennemsnitlig købspris (kr.);2005M02;273601,0
I erhvervene;I alt;Gennemsnitlig motoreffekt (kW);2005M02;0,0
